id,summarized,text,root,length,emotion
ajl6s4,0,I always feel bad for the henchmen in movies,feel,9,guilty
ajk18u,0,My boss got me high today,get,6,proud
ajjs18,0,Kindness still exists in the world,exist,6,faithful
ajjpbs,0,Going to the Bar Alone,go,5,lonely
aji11k,1,"I feel weird addressing adults like that.""",feel,9,embarrassed
ajhpr8,0,My friends are hanging out without me.,hang,8,lonely
ajfk8v,1,People are leaving the program I work for.,leave,9,sad
ajfb0l,0,Hiding in toilet,hide,3,ashamed
ajeapo,0,Eating peanut butter from the jar,eat,6,ashamed
ajdlx6,0,My parents got divorced yesterday.,divorce,6,sad
ajcjoc,0,Not having a good day on the work,have,8,consoling
ajc6qr,0,Lost a friend because of money,lose,6,sad
ajbwsh,1,Trying to have a conversation.,try,6,hopeful
ajbbr2,0,I gave a family member an ipad pro,give,8,jealous
ajabz3,0,Using positive words,use,3,encouraging
ajabu5,1,Heard some info through the grapevine at work.,hear,9,hopeful
aja5uy,0,Managed to take my medication,manage,5,content
aj97qe,0,Tell me something that you've never told anyone,tell,9,suggesting
aj94rk,1,So I’ve pretty much already admitted defeat.,admit,9,confident
aj8cqq,0,I love going to a Museum and libraries,love,8,sentimental
aj83po,0,Realizing I'm forcing a friendship,realize,6,guilty
aj82ql,0,Explain your username,explain,3,questioning
aj7unr,0,I feel so much less lonely now,feel,7,lonely
aj798t,0,It feels good to make others happy,feel,7,joyful
aj78tc,1,I don't use racist slurs.,use,7,ashamed
aj744j,0,Guy at work is clipping his nails at his desk,clip,10,annoyed
aj50nc,0,I found a happy surprise today.,find,7,joyful
aj4zkf,0,I need some anonymous and subjective space to share,need,9,trusting
aj4guv,1,Today in geography class someone suddenly called the teacher.,call,10,surprised
aj2zyn,0,Please sit with me,sit,4,suggesting
aj204c,0,I think my boyfriend just bought fake tickets,think,8,ashamed
aj0slr,1,Started crying harder/hyperventilating.,start,6,anxious
aj0lyw,0,I feel burnt out on video games,feel,7,sad
aj0lcf,0,I love you and I miss you.,love,8,wishing
aj0as2,0,Describe your job using clickbait language,describe,6,embarrassed
aj055o,0,Im moving houses today,be,5,anticipating
aiz56m,0,Running myself into the ground at 18.,run,8,embarrassed
aiyhaq,0,Finally got my residence permit in France.,get,8,excited
aiygzu,1,Pedestrians and even people in cars driving by.,drive,9,afraid
aixp0l,0,I’m finally happy,be,4,joyful
aix5h4,0,I just read my boyfriend to sleep...,read,8,sad
aiwydk,0,Accidentally bought nursing bras,buy,4,embarrassed
aiwxpd,0,I like the smell of my own farts,like,8,annoyed
aiwr0u,0,My brother came out to me today!,come,8,grateful
aivkvv,1,Imagine.,imagine,2,suggesting
aivj9v,0,I experienced sleep paralysis for the first time today,experience,9,afraid
aivalt,0,A student brought me a box of Turkish Delight today,bring,10,grateful
aiv9y9,0,Finally becoming debt free,become,4,proud
aiv9dj,1,Decorative pillows can burn in eternal hellfire!,burn,8,sentimental
aiuiu9,1,Im considering withdrawing support altogether.,be,7,apprehensive
aiuhy1,1,So I really like this girl.,like,7,jealous
aiu2vb,0,I got an interview!,get,5,excited
aitx5c,0,I've become a snowflake,become,5,surprised
aitiws,0,I got the lead in my school play!,get,9,proud
aill7n,1,southerns pls explain.,explain,4,suggesting
ail2ms,0,All of us here at CasualConversation are meeting up!,meet,10,excited
ail25l,0,I love Stephen Fry's brain.,love,7,impressed
aikppk,0,I just turned 21 five minutes ago!,turn,8,surprised
aikcu4,1,I spent the entire day depressed.,spend,7,sad
aik9jf,0,I just need someone to talk to,need,7,sad
aiit4i,0,Went to a therapist for the first time today.,go,10,excited
aiihvw,0,Well my morning sucked,suck,4,devastated
aii2nf,0,My friend decided not to commit suicide,decide,7,faithful
aii1yg,0,I pierced my earlobe,pierce,4,guilty
aii0wy,0,Im getting classical education for highschool!,be,8,proud
aihva2,0,Just got robbed at gunpoint!,rob,6,devastated
aihrsb,0,I've never had any alcohol in my life,have,9,content
aihod0,1,Giving it a thought.,give,5,suggesting
aihkb3,1,Hopefully someone could help guide me the right way.,help,10,suggesting
aihk4o,0,I stress myself out over noisy upstairs neighbors.,stress,9,annoyed
aihbe5,1,The gang just found a dumpster baby lol.,find,9,disgusted
aih9ye,0,Everyone thinks I’m stupid because of my humor.,think,10,annoyed
aigpqj,0,Trying to broaden my music taste,try,6,hopeful
aigk9k,0,I started breathing through my stomach instead of my chest,start,10,annoyed
aig7ou,0,I got accepted to my school!,accept,7,excited
aifdwx,0,Just bend a CPU pin on install.,bend,8,confident
aifaml,0,Adjusting to my new job - Loving life!,adjust,9,joyful
aiei6h,0,"I just finished the Netflix series ""You""...",finish,10,excited
aieg7c,0,Making friends has always been hard for me.,make,9,sad
aidvzj,0,People say that I'm too serious.,say,8,annoyed
aid0js,0,I don't like MLK Jr.,like,6,sad
aicpfo,0,I met my wife ten years ago today,meet,8,excited
aicl1h,0,I’m allergic to ferrets :(,be,6,disgusted
aichwv,1,It totally lifted my whole day.,lift,7,joyful
aicgs1,0,A sad but happy week is happening,happen,7,sad
aicfg9,0,I just dislocated my shoulder again.,dislocate,7,embarrassed
aibeu5,0,I recently started PC gaming,start,5,excited
aiayuf,0,My super lazy coworker is hopefully getting fired today,fire,9,hopeful
aiabst,1,I mean seriously.,mean,4,agreeing
aia5hb,1,personally I think blacKkKlansman deserves it.,think,7,jealous
ai9zfw,0,Waiting for the High to go Away,wait,7,anticipating
ai9spj,0,I'm Finally Starting to Feel Excited and Happy Again,start,10,joyful
ai8xjd,0,I’m about 1 year clean from self harm.,be,10,proud
ai8xa0,0,I feel very loved right now,feel,6,joyful
ai7y1y,0,Unrequited love sucks,suck,3,sad
ai7su2,0,I finally found my comfort zone,find,6,content
ai70qk,0,So tonight I got stood up,stand,6,furious
ai6i97,0,Meeting his parents tomorrow 😬,meet,5,anticipating
ai6fv8,0,I'm starting a new job tomorrow,start,7,anticipating
ai672y,0,The people united will never be defeated,defeat,7,confident
ai5ybq,0,This is gonna sound like highschool drama BS...,go,10,annoyed
ai5op7,0,The eclipse is starting,start,4,anticipating
ai59ej,0,Go watch the Super Blood Moon Eclipse!,go,8,excited
ai4f2q,1,I plan to read Permutation City by Greg Egan.,plan,10,hopeful
ai3d6y,0,Sell me on where you live!,sell,7,excited
ai2pkb,0,I smiled randomly the other day.,smile,7,joyful
ai2l8a,0,Just venting,vent,2,sad
ai1ol6,0,Wish me a happy birthday,wish,5,wishing
ai0mwz,0,I love my dog so much.,love,7,caring
ahz8kv,0,My girlfriend just broke up with me,break,7,sad
ahyzhc,1,Municipal Mashup seems meh.,seem,5,acknowledging
ahyjpj,1,My best friend just left.,leave,6,sad
ahxkih,0,Looking for a part time online job,look,7,hopeful
ahxj39,0,I ran out of petrol near a refilling facility.,run,10,ashamed
ahxehz,0,Take a moment before answering this.,take,7,suggesting
ahvqwg,0,"Looking for your opinion on a hypothetical situation, ladies",look,10,suggesting
ahvmso,0,Just watched Dragonball Super: Broly,watch,6,excited
ahvkel,0,Just started some applications to some universities in japan,start,9,hopeful
ahv6ps,0,I made progress today!,make,5,proud
ahux9q,0,Giving up my smartphone.,give,5,sentimental
ahudtx,0,I love hu-man,love,5,joyful
ahu36n,0,I ruined dinner,ruin,3,embarrassed
ahtxek,0,Finally found a girl who thinks like me.,find,9,hopeful
ahtti9,0,Just got out of my first school dance,get,8,proud
ahtt5n,0,"Just asked a girl out, wish me luck!",ask,10,hopeful
ahtpto,1,Always used to do it at school.,use,8,nostalgic
ahtiqy,0,My cat is missing,miss,4,sad
ahtgug,0,Bought a new car today,buy,5,proud
ahteoj,1,I am always inviting people to things.,invite,8,caring
ahtaue,0,I hate loud noises,hate,4,afraid
aht6sk,0,I wanna start a group chat,start,6,hopeful
ahszii,0,I just discovered Taco Bell and Denny's,discover,8,surprised
ahsl4p,1,Tell me about your day!,tell,6,encouraging
ahrxgz,0,I’m bored as hell on this Saturday night.,be,10,sad
ahqn3e,0,I asked out the girl of my dreams!!,ask,10,excited
ahqk43,0,Listening to sad music to validate feelings.,listen,8,sad
ahqfzn,0,Just realized it’s my Cake Day,realize,7,surprised
ahqeoi,0,I’m gonna be lonely for ever...,go,9,lonely
ahqdfp,0,I kinda suck at my job answering phone,suck,8,guilty
ahq82m,0,I'm lying in bed cuddling with my dog,lie,9,joyful
ahq37a,1,Let's talk about it.,let,6,encouraging
ahokkd,0,Got accepted to my dream school,accept,6,excited
ahnkl6,1,Only taking two night classes but it’s a start,take,10,consoling
ahmkiu,1,I just got home.,get,5,joyful
ahmct7,0,I lost my watch,lose,4,embarrassed
ahmbpj,0,I help run a suicide hotline.,help,7,caring
ahl88e,0,I'm breaking up with my girlfriend.,break,8,excited
ahkp1r,0,That sinking feeling you get when you're insulted,get,9,trusting
ahjo08,0,"I Love Being ""Boring""",love,6,sad
ahjmwf,0,I saw Bird Box tonight,see,5,excited
ahj5ka,1,I absolutely love bears.,love,5,jealous
ahj2no,0,I got yelled at by a customer,yell,7,furious
ahifmo,0,I know found the school I want to go to,find,10,confident
ahi7hi,0,I just got a car.,get,6,excited
ahhp0o,0,I’m pretty sure the shrooms are kicking in,be,9,afraid
ahgxiv,0,Trying to be friendly comes with some risk!,come,9,trusting
ahfz2z,0,I love you so much my husband,love,7,grateful
ahfsls,0,I got accepted to college:),accept,7,proud
ahf692,0,Coping with ADD/ADHD,cope,5,jealous
ahe982,1,I always thought Kesha was unattractive until this week.,think,10,jealous
ahe92o,0,My Social Anxiety is paralysing me,paralyse,6,afraid
ahe62x,0,I just received some random kindness,receive,6,grateful
ahc6dg,0,I suddenly like this girl I used to despise,like,9,jealous
ahbxvm,0,My first major interview went well!,go,7,excited
ahal5x,0,Usually people message me once and never again,message,8,consoling
ahaeqm,0,A small thing made me feel so respected,make,8,grateful
ahacxz,0,I can't trust people.,trust,6,trusting
ah9u5a,0,Today I cried like I never have before.,cry,9,sad
ah9hhw,0,Im alone and a bit lost.,be,8,lonely
ah8zhq,0,My boyfriend made me really happy tonight :),make,8,joyful
ah8cyd,0,made a breakthrough with my autistic mom,make,7,proud
ah861m,0,I think I no longer fear death,think,7,afraid
ah73o3,0,Im panicking,panic,3,anxious
ah6vn4,1,I’m just getting high and getting by.,get,9,content
ah5hy6,0,Feeling attractive again!,feel,4,proud
ah5bul,1,The whole class is feeling down.,feel,7,sad
ah52s8,0,I really want to start a YouTube for fun!,want,10,hopeful
ah4whp,0,I think I screwed up this interaction.,think,8,guilty
ah4je9,0,Leaving the bathroom a mess.,leave,6,disgusted
ah4g5d,0,Save me from work with idle chat and simple recipes,save,10,prepared
ah4by3,0,I hate my neighbors downstairs,hate,5,angry
ah4acm,0,I drank alcohol for the first time in my life,drink,10,ashamed
ah45on,1,I just love night time.,love,6,joyful
ah43an,1,Scared of interaction.,scare,4,afraid
ah3nvw,0,I’m turning 30 tomorrow.,turn,6,sentimental
ah3m2o,0,21F looking for interesting conversation,look,5,hopeful
ah2x3t,0,I lost my phone and it was returned,lose,8,sad
ah2muc,0,Walking my dog today,walk,4,joyful
ah2ekb,0,OMG its my first Cake Day!,omg,7,excited
ah1tum,0,Hiccuping for Humanity,hiccup,3,hopeful
ah164y,0,Crochet and Knitting has been helping me,help,7,prepared
ah14ys,0,Today my coworker told me I'm cute,tell,8,jealous
ah0gef,1,I really love archery!,love,5,confident
ah0e1j,0,Using my powers for evil,use,5,guilty
ah06m2,0,I quit my factory job after 8 hours,quit,8,sad
agzkst,0,I can't communicate properly my thoughts,communicate,7,anxious
agzfsn,0,Test post please ignore,ignore,4,furious
agyw7b,0,Received some high praise at work this morning,receive,8,proud
agy1rj,0,I shaved for the first time today,shave,7,proud
agxv5l,0,My heart is swimming,swim,4,anxious
agxgj8,0,I don't like sour foods,like,6,disgusted
agx9jv,1,"Boom, mind blown!",blow,5,surprised
agwn2e,0,I like getting things custom-made,like,7,confident
aguv00,0,I don't know how to comfort people with depression,know,10,caring
agun9a,0,I just got a cat!,get,6,excited
agulso,1,Moving sucks.,move,3,sad
agufd3,0,I managed to quit my job today!,manage,8,proud
agu212,0,I ducked my mother's car,duck,6,guilty
agtsyo,0,I’m getting better at my first job,get,8,proud
agna8z,1,Possessions make me uncomfortable.,make,5,apprehensive
agm0kk,1,I've missed school also.,miss,6,ashamed
aglshm,0,Gillette angered their target sales demographic.,anger,7,angry
agig3g,0,I touched a dirty trash rat today,touch,7,disgusted
aghmb4,0,I'm thinking about going back to school,think,8,hopeful
aghas6,1,I wake up exhausted.,wake,5,sad
agguk6,0,Today my school faced a lockdown.,face,7,afraid
agg6um,0,Let's play high low,let,5,hopeful
agfi87,1,I stopped boxing orders and start pulling more orders.,stop,10,prepared
agf5xn,1,I said okay.,say,4,content
ageunz,0,Blew the trial for a job,blow,6,guilty
agetst,0,I have been skipping work yesterday and today..,skip,9,ashamed
agdgbz,1,Everyone will think I'm really bad and clumsy.,think,10,embarrassed
agdbbk,0,super super tired but super super cant sleep!,sleep,10,sad
agd9bj,1,10/10 would recommend going back in time.,recommend,8,apprehensive
agby8r,1,Let's get to know each other,let,7,hopeful
agbnjf,0,I want a cat,want,4,hopeful
agblsh,0,I’m sitting in the most intimidating class ever.,sit,10,confident
agai1o,0,I just got dumped.,dump,5,sad
aga5f2,0,I dressed badly!,dress,4,ashamed
ag9bnu,0,I just got electrocuted,electrocute,4,devastated
ag9760,0,I hate winter.,hate,4,sad
ag778v,0,I almost skipped my first cake day.,skip,8,embarrassed
ag6mim,1,I could actually use some tips guys,use,7,acknowledging
ag63jj,1,my boyfriend officially left for military training yesterday.,leave,9,excited
ag62n9,0,"Love meat, love the idea of veganism.",love,9,joyful
ag5dl2,0,Procrastinating Sleep,procrastinate,2,annoyed
ag5ddb,0,Taking a break from reviewing for exams.,take,8,hopeful
ag4s65,0,So I guess this is what I was working towards,guess,10,acknowledging
ag3mtn,1,"Personally, I like Team Liquid and Dallas Fuel.",like,10,confident
ag3kc4,0,"I got a job, with housing!",get,8,proud
ag3k52,0,Left the movie theater with a smile last night,leave,9,joyful
ag37ku,0,Got my first good math assessment grade of the year,got,10,proud
ag31wg,0,Almost struck by a car crossing the street..,strike,9,terrified
ag1tkx,1,I wanna fly solo.,fly,5,anticipating
ag1iz7,0,I want a new hobby,want,5,hopeful
ag1cf3,1,People end up treating you differently.,end,7,consoling
ag0zfn,0,I made a friend today!,make,6,excited
ag05xy,0,I didn't kill anyone today :),kill,7,guilty
afyt9u,1,Let's talk about literally anything,let,6,suggesting
afyt4b,0,I'm making a game mostly by myself,make,8,lonely
afyowd,0,Easily offended,offend,2,angry
afyhwi,0,I feel very guilty missing a day of work,feel,9,guilty
afy7rj,1,Made my day!,make,4,joyful
afxwfw,0,Just put in my 2 weeks notice.,put,8,trusting
afxt0p,1,Please stay strong.,stay,4,encouraging
afwsm5,0,Thinking of Teaching; Having Doubts,think,6,apprehensive
afvz3j,1,Starting my last semester of undergrad.,start,7,proud
afvvhy,1,I had just hit gym my first time today...,hit,10,joyful
afvuiz,0,Gotta work on this,got,5,prepared
afv9nl,1,To turn shit around.,turn,5,suggesting
afv5id,0,My sister's excitement about roasted chicken makes me happy,make,10,joyful
afup2a,0,I finally released my first album over the weekend.,release,10,proud
afuk3o,0,I signed up for creative writing evening classes!,sign,9,confident
afuhy3,0,Sent a guy a pic and he unfriended me.,send,10,disappointed
aftsqs,0,I both love and hate being single,love,7,sad
aftqvh,0,"Hi, Let's share music.",let,7,suggesting
afszmc,0,I’m going on my first date in years,go,9,excited
afsnn2,0,Everyday you’re just getting closer to death.,get,9,sad
afrjkv,0,Went to a vegan brunch place today.,go,8,content
afrj0o,0,Smiling for pictures,smile,3,joyful
afqqk5,0,I love my robotic vacuum.,love,6,jealous
afq87e,0,Feeling like utter crap.,feel,5,embarrassed
afq1ap,1,Turned my day right around.,turn,6,joyful
afptuz,0,Just submitted my masters application,submit,5,confident
afpojy,0,Seeing someone new,see,3,wishing
afp0ll,0,I love my movie theater now,love,6,nostalgic
afnnoa,1,I've decided I should light candles more often.,decide,10,suggesting
afn497,1,Saying things like and .,say,5,agreeing
afn0fu,0,Finding ways to sham at work,find,6,guilty
afl2cg,0,I'm seeing my favorite band in concert tonight!,see,10,excited
afl13a,0,I finally decided,decide,3,confident
afjwka,1,I feel like not many girls appreciate shorter guys.,feel,10,jealous
afjltm,0,I was somewhat hurt by what my crush said,hurt,9,sad
afiy6m,0,I'm creeped out,creep,4,afraid
afioat,0,Make Rice Krispies taste better,make,5,encouraging
afidf3,0,Actually talked to people at the bar,talk,7,nostalgic
afibsl,0,"After Years of Trying, I’m Pregnant!",be,9,excited
afhc0o,1,I thought Peanuts grow on Tree!,think,7,surprised
afh6rz,0,Thank You Random Stranger,thank,4,grateful
afggff,0,True crime podcasts and documentaries got me dreaming weird shit,get,10,afraid
afgf47,1,I miss reading Animorphs.,miss,5,nostalgic
afg34r,0,I just witnessed a man’s heart get crushed,witness,9,devastated
affper,1,Tell me anything.,tell,4,questioning
affmvy,0,Trying to force myself to be more creative.,try,9,hopeful
aff9zi,0,Saw a dad skip with his daughter down the street,see,10,jealous
aff1mp,1,"Ask questions, active listen, etc.",ask,8,encouraging
afeemt,0,Living in the moment versus worrying about the future.,live,10,anticipating
afd2lp,0,I intended my first covention,intend,5,hopeful
afczjm,0,I slept during Hereditary,sleep,4,surprised
afcoz8,0,Making more money,make,3,proud
afcj85,0,I kissed someone today.,kiss,5,excited
afcj03,0,My parents are moving to Europe,move,6,excited
afbzcr,0,I really love old shitboxes,love,5,nostalgic
afasmd,0,I've always wanted to develop a video game.,want,10,hopeful
af9my8,1,Hope you guys got something out of my ramblings.,hope,10,consoling
af980c,1,Share your favorite messages!,share,5,encouraging
af8ft1,0,Im happy again!,be,5,joyful
af86vz,0,I actually really like eating ice cream in winter.,like,10,joyful
af821p,0,I went to my first metal show yesterday.,go,9,excited
af7m6p,0,"Weird headspace, please distract me",distract,6,annoyed
af765m,0,Making friends,make,2,joyful
af6zhp,0,Feeling sorry for myself.,feel,5,embarrassed
af6767,0,I got a promotion today!!,get,7,excited
af66qb,0,Lost some weight,lose,3,confident
af4sl6,0,I Have Officially Moved Out,move,5,excited
af4pu6,0,Watching home for family,watch,4,caring
af4590,0,Getting bored quickly,get,3,sad
af3pbr,0,Little things are making me happy again,make,7,joyful
af3opf,0,Living in another country,live,4,lonely
af3nbp,0,I love everyone sharing their positive stories!,love,8,joyful
af3ct2,0,Watch a movie called Double Indemnity,watch,6,guilty
af39q8,0,Crowdsurfing strangers unwittingly boosting my self esteem.,crowdsurfe,8,jealous
af2p8f,0,I just broke up with my GF,break,7,sad
af2dw9,0,I hate modern medical personnel,hate,5,angry
af1oew,1,This morning I got my wisdom teeth removed.,get,9,excited
af1kb7,0,I love music,love,3,joyful
af0qhr,0,I got roadraged today.,roadrage,5,angry
aezo67,1,I miss it.,miss,4,sentimental
aez90g,0,Leaving without buying anything,leave,4,lonely
aeys7x,0,I giggled at the book store,giggle,6,annoyed
aexwo1,1,Til I've been wasting hundreds of green m&ms,waste,9,disgusted
aexoyr,0,i got free pizza,get,4,excited
aexed6,1,I study fcking geopolitics.,study,5,confident
aexca5,0,I really want my nipples pierced,want,6,anticipating
aexas1,0,I stopped using face filters on selfies!,stop,8,annoyed
aewv2j,0,Just finished watching a depressing anime,finish,6,sad
aewr2d,1,I like baths!,like,4,joyful
aewpwf,0,I just got my first piercing...,get,7,excited
aewplb,1,Today I graduate High School.,graduate,6,proud
aewhmf,0,Finally put my 2 weeks in at work.,put,9,confident
aewdyf,1,The show is called Siempre Bruja.,call,7,excited
aewayg,1,just make sure to dm me.,make,7,trusting
aeviu3,0,I'm having IGCSE mocks next monday,have,7,confident
aev4di,0,Stress went away since my son was born,go,8,sad
aeuywn,0,Difficult customers rant,rant,3,angry
aetjyd,0,I get sick in the beginning of every semester,get,9,sad
aetem7,1,I never celebrated my birthday.,celebrate,6,sad
aesgd4,0,Almost killed a squirrel today,kill,5,guilty
aerqvm,1,Weird things happened today.,happen,5,terrified
aerprb,1,Someone wronged someone.,wrong,4,guilty
aer7ig,0,Just blew on a spicy potato chip....,blow,8,disgusted
aeqxpn,0,Broke up with me,broke,4,trusting
aeqn7b,0,got my first boyfriend,get,4,excited
aeql0l,0,Just broke up with my girlfriend,break,6,sad
aephgs,1,Just started training to become a pro wrestler.,start,9,confident
aeoku5,0,Switched to a flip phone,switch,5,ashamed
aeoavb,0,I don't wanna die,die,5,sad
aeo9sq,1,"Suggest a movie, any movie, to me.",suggest,10,suggesting
aeo0ee,0,I hate calling in sick for work,hate,7,embarrassed
aenx8n,1,Thinking of trying out Tinder.,think,6,suggesting
aenuly,0,CT scan results for cancer came back today...,come,9,excited
aennzz,1,I must thank everyone!,thank,5,grateful
aenm1r,0,Finally moved to a safer neighborhood!,move,7,content
aengf9,0,I hate waiting to hear back from a possible job,hate,10,anticipating
aemzet,0,I came home to a surprise leaving party!,come,9,surprised
aelumi,0,Coworkers are looking out for me.,look,7,trusting
aelh6o,0,The weirdest thing just happened to me,happen,7,surprised
aejsuv,0,To this date i didn't know what happened!,know,10,surprised
aejd2g,0,Reached one dream while learning to play guitar,reach,8,proud
aeh32h,1,I feel guilty for not being happy.,feel,8,guilty
aeg3w7,0,I want to help the world.,want,7,caring
aefx6e,0,Terrible handshake at work today is haunting me,haunt,8,nostalgic
aefpkn,0,Talk to me about music,talk,5,suggesting
aefmro,1,Everything seemed perfect.,seem,4,content
aeepuf,0,Just looking for a friend,look,5,caring
aeekiy,0,Tell me something happy and wholesome,tell,6,hopeful
aee604,0,Moving house and moving life.,move,6,anticipating
aee2sr,0,I’m pretty scared for the future,be,7,afraid
aee19i,0,I avoid meeting beautiful women in the internet,avoid,8,jealous
aedyh2,0,My dad almost ruined the mac and cheese tonight,ruin,9,embarrassed
aedq75,1,I can't wait to meet up and stuff.,wait,10,anticipating
aedq4o,0,It’s all good.,’,5,content
aednve,0,Me and my twin sister turned 16 today!,turn,9,proud
aed3m7,0,Old coworker just liked one of my posts from 2013,like,10,sentimental
aecr60,0,A Shooting Threat Was Made at my School.,make,9,terrified
aecldc,0,I’m proud of you.,be,6,proud
aebxy2,0,Tell Me Your Thoughts on Drinking Alone,tell,7,questioning
aea6cf,0,I just got accepted to my dream internship!,accept,9,excited
ae95dl,0,Help with my senior quote,help,5,sentimental
ae8ust,0,Whispering in front of other people,whisper,6,ashamed
ae8nlw,0,Metroidvania irl,irl,2,sentimental
ae8hyz,0,3 and hours of work left.,leave,7,anticipating
ae8hl7,0,I feel I'm having an emotional crisis,feel,8,anxious
ae77f6,0,I am feeling really fucking proud.,feel,7,proud
ae677s,0,I need help with motivation,need,5,confident
ae5fkc,1,I’m probably not getting back to sleep.,get,9,apprehensive
ae50or,1,Planning the classic netflix night.,plan,6,prepared
ae447v,0,Stressing over how to message someone over Tinder,stress,8,anxious
ae43d7,0,I believe being a midget is a choice!,believe,9,confident
ae3ejn,1,Posting to test if my suspension was lifted.,post,9,hopeful
ae3cgs,1,It tastes like cold grass to me lol.,taste,9,disgusted
ae39xw,0,I'm using youtube videos to get better at drawing,use,10,confident
ae2xvr,0,Feeling naturally good for the first time in ages,feel,9,joyful
ae1itl,0,I got my first college acceptance!!,get,8,excited
ae1c2c,0,My eating habit is getting bad I think,get,8,annoyed
ae196c,0,I’ve always hated the morning,hate,6,sad
ae10bl,0,Caught my therapist vaping...,catch,5,ashamed
ae0zud,0,Finally got a job after 8 months of unemployment!,get,10,proud
ae037a,1,Screw em!,screw,3,furious
adzsja,1,Fucking hate mosquitos.,fuck,4,angry
adzrvn,0,i think i had a seizure last night,think,8,afraid
adzaga,0,I just got some great news,get,6,excited
adywvt,0,Trying to get back into reading.,try,7,hopeful
ady97k,0,"Sitting at home, sick, watching 80s movies",sit,9,sad
adxv7p,0,i feel like tuesdays are always my worst days,feel,9,sad
adxu43,1,I like stories about mysterious phenomena.,like,7,sentimental
adxqut,1,I want to feel gushy.,want,6,joyful
adxjvi,0,I started school today!,start,5,excited
adxcbg,0,“You always need to be right”,need,8,agreeing
adx44u,1,I love meeting people!,meet,5,joyful
adw866,1,First time i got lectured for doing something else.,lecture,10,embarrassed
advun3,0,I don't want to celebrate graduation.,want,8,apprehensive
advmom,0,I need out.,need,4,anticipating
advcpf,0,I’m really sad today,be,5,sad
aduadi,0,Finishing college later in life,finish,5,hopeful
adrlbv,0,I thought I could draw,think,5,confident
adraxo,0,I love my puppy so much!!,love,8,excited
adqper,1,Let's swap some favorites!,let,6,encouraging
adqjlt,0,I got featured in a Buzzfeed article!,feature,8,proud
adq3hw,0,Accepting donations of motivation 😂,accept,5,grateful
adq09z,1,Jiddu Krishnamurti said this.,say,5,impressed
adpxbc,1,I left my future ex wife today.,leave,8,sad
adprx7,0,I really hoping something scientifically cool happens in my lifetime,hope,10,hopeful
adp378,0,Moving out from home,move,4,lonely
adoz9n,0,One of my cats hates my new roommate’s cat,hate,10,annoyed
adoyy4,0,I just moved into my dorm at college!,move,9,excited
adops1,0,I don’t like Curb Your Enthusiasm,like,7,sad
admx2f,0,January sucks for Valets,suck,4,sad
adln0u,0,I picked up 4 years yesterday.,pick,7,nostalgic
adliv7,0,I just finally finished a book!,finish,7,proud
adle07,0,I passed my drivers test today!,pass,7,proud
adlcgn,0,Found New Motivation,find,3,hopeful
adl7qh,1,Employee appreciation ideas wanted.,want,5,sentimental
adkyf2,0,I met the most amazing girl the other night!,meet,10,excited
adky20,0,I just got my wisdom teeth taken out,get,8,excited
adk0ft,0,Becoming a nervous wreck,become,4,anxious
adjlhx,0,Play Production,play,2,prepared
adje01,0,Moms can find anything,find,4,confident
adhso6,0,I want to celebrate something with you guys,want,8,sentimental
adhp2s,0,Never got into hair products...,get,6,neutral
adgxm4,0,Giving birth and being hit in the balls,give,8,surprised
adfo9c,0,I'm getting married today!,marry,6,excited
adfld0,1,Help!,help,2,trusting
adex7d,0,I miss snow.,miss,4,nostalgic
ade2q6,0,"So, Rami Malek and Bohemian Rhapsody won Golden Globes",win,10,proud
addrz0,0,I miss BlackBerry Messenger.,miss,5,sentimental
addes0,1,starting homeschool soon!,start,4,excited
add3eb,0,I need a second opinion,need,5,trusting
adcujp,0,I guess today Is my cake day!,guess,8,excited
adbyo3,0,Please share a song that means a lot to you,share,10,sentimental
adbx17,0,Let's play a game of Desert Island!,let,9,excited
adblj7,0,Bus drivers legit blow my mind,blow,6,impressed
adbigf,0,I like being skinny,like,4,jealous
adakgc,0,Instagram is stalking me,stalk,4,caring
ad9nr5,1,I have had plants before.,have,6,confident
ad9hr8,0,I just love my dogs so much,love,7,caring
ad9h3k,0,I love listening to epic music!,love,7,jealous
ad9g46,0,I think I want to go to college.,think,9,hopeful
ad9arr,0,Clothes make the person,make,4,confident
ad7z2u,0,I came out to my husband this weekend,come,8,excited
ad6qzz,0,Feeling weirdly grateful for problems in my life.,feel,9,grateful
ad5v5y,1,That leaves just enough time for a conversation!,leave,9,anticipating
ad5p8p,1,Help!,help,2,trusting
ad4y11,0,Drinking alone and listening to music..,drink,7,lonely
ad4vek,1,My own personal cookbook could use expanding as well.,use,10,suggesting
ad4swn,1,This morning I realized that I am friend zoned.,realize,10,surprised
ad3fv7,0,Insomnia sucks,suck,2,afraid
ad3d0p,1,Moved out today randomly.,move,5,surprised
ad3cci,0,I think I need a new job.,think,8,suggesting
ad30ft,0,I got drunk for the first time on NYE,get,9,ashamed
acvacy,1,Amazon driver entered my home today.,enter,7,terrified
acuve0,0,I got accepted into the major of my dreams!,accept,10,excited
actv57,1,Occasionally I would feel lonely.,feel,6,lonely
actqvm,0,I don't like big towns,like,6,apprehensive
acstm1,0,Just started my first real job search,start,7,confident
acs3ey,1,Go kayaking.,go,3,excited
acrrhb,0,i’m finally happy,be,4,joyful
acrfwy,0,Just chilling with my girlfriend :),chill,6,content
